,name,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,added,month
798,Loot Rascals,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",3,"['Indie', 'Adventure', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Hex Grid', 'RPG', 'Singleplayer', 'Roguelike']",2017-03-07,2.46,1,13,71,"{'yet': 28, 'owned': 231, 'beaten': 3, 'toplay': 1, 'dropped': 6}",3
799,Concrete Genie,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'Atmospheric', 'Exploration', '3rd-Person Perspective', 'exclusive', 'true exclusive']",2019-10-08,3.81,4,30,75,"{'yet': 15, 'owned': 136, 'beaten': 24, 'toplay': 86, 'dropped': 2, 'playing': 4}",10
800,Aurion: Legacy of the Kori-Odan,1,['PC'],2,"['Steam', 'itch.io']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Full controller support', 'Action RPG', 'Anime', 'Steam Achievements', 'Fantasy', 'JRPG', 'RPG', 'Singleplayer', 'afrique', 'auriona', 'enzo', 'erina', 'ethnic-groups', 'kiroo-games', 'plug-in-digital', 'steam-trading-cards', 'stats']",2016-04-14,1.5,1,6,69,"{'yet': 17, 'owned': 245, 'beaten': 1, 'dropped': 4}",4
801,Sorcery! Parts 1 and 2,2,"['PC', 'Apple Macintosh']",1,['Steam'],3,"['Indie', 'Adventure', 'RPG']","['Choices Matter', 'Choose Your Own Adventure', 'Fantasy', 'Interactive Fiction', 'Magic', 'RPG', 'Singleplayer', 'Story Rich']",2016-02-02,2.9,1,10,69,"{'yet': 25, 'owned': 229, 'beaten': 8, 'dropped': 4}",2
802,The Curious Expedition,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],5,"['Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']","['2D', 'Steam Cloud', 'Dinosaurs', 'Exploration', 'Hex Grid', 'Pixel Graphics', 'Procedural Generation', 'Retro', 'RPG', 'Singleplayer', 'Survival', 'Roguelike', 'steam-trading-cards']",2016-09-02,4.23,4,26,74,"{'yet': 16, 'owned': 218, 'beaten': 11, 'toplay': 6, 'dropped': 8, 'playing': 3}",9
803,Cradle,2,"['PC', 'Linux']",1,['Steam'],2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cyberpunk', 'Exploration', 'Female Protagonist', 'First-Person', 'Great Soundtrack', 'Nudity', 'Open World', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'Walking Simulator', 'steam-trading-cards', 'stats']",2015-07-24,3.83,4,46,65,"{'yet': 12, 'owned': 192, 'beaten': 32, 'toplay': 15, 'dropped': 8, 'playing': 2}",7
804,Dicey Dungeons,2,"['PC', 'Nintendo']",3,"['Steam', 'Nintendo Store', 'itch.io']",2,"['Strategy', 'Indie']",['Singleplayer'],2019-08-13,4.3,5,33,80,"{'yet': 9, 'owned': 179, 'beaten': 14, 'toplay': 36, 'dropped': 8, 'playing': 14}",8
805,Dead Effect 2,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Google Play']",5,"['Shooter', 'Action', 'RPG', 'Arcade', 'Indie']","['Full controller support', 'Steam Achievements', 'Co-op', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Horror', 'Multiplayer', 'PvP', 'RPG', 'Sci-fi', 'Singleplayer', 'Survival', 'Zombies', 'cooperative', 'steam-trading-cards']",2015-10-28,2.92,3,26,53,"{'yet': 6, 'owned': 236, 'beaten': 7, 'toplay': 2, 'dropped': 6, 'playing': 2}",10
806,Generation Zero (2019),3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Mystery', 'Sandbox', 'battle', 'fight', 'cat']",2019-03-26,2.3,3,43,49,"{'yet': 5, 'owned': 180, 'beaten': 6, 'toplay': 34, 'dropped': 29, 'playing': 5}",3
807,Yoshi's Crafted World,1,['Nintendo'],1,['Nintendo Store'],1,['Platformer'],"['Family Friendly', 'Local Co-Op', 'couch-co-op', 'exclusive', 'true exclusive']",2019-03-29,3.71,4,66,79,"{'yet': 16, 'owned': 27, 'beaten': 33, 'toplay': 126, 'dropped': 28, 'playing': 29}",3
808,Party Hard 2,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",5,"['Adventure', 'Action', 'Strategy', 'Simulation', 'Indie']","['Full controller support', 'Pixel Graphics', 'Singleplayer', 'Stealth', 'Violent', 'cooperative']",2018-10-24,3.46,4,25,74,"{'yet': 18, 'owned': 206, 'beaten': 7, 'toplay': 13, 'dropped': 11, 'playing': 3}",10
809,The Escapists: The Walking Dead,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",6,"['Adventure', 'Action', 'RPG', 'Puzzle', 'Strategy', 'Indie']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Gore', 'Horror', 'Multiplayer', 'Open World', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Survival', 'Zombies', 'achievements', 'steam-trading-cards']",2015-09-29,2.71,3,31,66,"{'yet': 12, 'owned': 225, 'beaten': 2, 'toplay': 4, 'dropped': 15}",9
810,Nidhogg 2,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",4,"['Casual', 'Indie', 'Action', 'Fighting']","['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Funny', 'Gore', 'Horror', 'Local Multiplayer', 'Multiplayer', 'Pixel Graphics', 'Singleplayer', 'Split Screen', 'Swordplay', 'Online multiplayer', 'party']",2017-08-15,3.91,4,65,80,"{'yet': 6, 'owned': 180, 'beaten': 30, 'toplay': 11, 'dropped': 25, 'playing': 5}",8
811,Last Word,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],4,"['Casual', 'Indie', 'Adventure', 'RPG']","['Full controller support', 'Steam Achievements', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'Pixel Graphics', 'Retro', 'RPG', 'RPGMaker', 'Singleplayer', 'Story Rich', 'Visual Novel', 'RPG Maker', 'steam-trading-cards']",2015-05-08,3.57,4,7,67,"{'yet': 23, 'owned': 227, 'beaten': 3, 'toplay': 1, 'dropped': 2}",5
812,The Park,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",1,['Adventure'],"['Full controller support', 'Anime', 'Steam Achievements', 'Atmospheric', 'Exploration', 'First-Person', 'Free to Play', 'Gore', 'Great Soundtrack', 'Horror', 'Illuminati', 'Mystery', 'Open World', 'Point & Click', 'Psychological', 'Short', 'Singleplayer', 'Story Rich', 'Thriller', 'Walking Simulator', 'steam-trading-cards']",2015-10-26,3.12,3,39,67,"{'yet': 11, 'owned': 205, 'beaten': 27, 'toplay': 7, 'dropped': 6}",10
813,Blues and Bullets,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],1,['Adventure'],"['Full controller support', 'Alternate History', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Cinematic', 'Dark', 'Detective', 'Episodic', 'Gore', 'Great Soundtrack', 'Mature', 'Multiple Endings', 'Mystery', 'Noir', 'Quick-Time Events', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards']",2015-07-22,3.37,3,26,73,"{'yet': 14, 'owned': 212, 'beaten': 15, 'toplay': 7, 'dropped': 7}",7
814,Pirate Pop Plus,5,"['PC', 'Apple Macintosh', 'Nintendo']",2,"['Steam', 'Nintendo Store']",3,"['Casual', 'Indie', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Retro', 'Singleplayer', 'steam-trading-cards']",2016-10-20,1.67,1,6,65,"{'yet': 14, 'owned': 236, 'dropped': 4}",10
815,Deltarune (Chapter 1),4,"['PC', 'PlayStation', 'Apple Macintosh', 'Nintendo']",1,['Nintendo Store'],2,"['Adventure', 'RPG']",['role-playing'],2018-10-30,4.37,5,137,81,"{'yet': 26, 'owned': 34, 'beaten': 145, 'toplay': 39, 'dropped': 6, 'playing': 4}",10
816,The Last Door: Season 2 - Collector's Edition,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",2,"['Steam', 'App Store']",2,"['Adventure', 'Puzzle']","['Captions available', 'Steam Achievements', 'Atmospheric', 'Great Soundtrack', 'Horror', 'Lovecraftian', 'Pixel Graphics', 'Point & Click', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2016-03-29,3.43,4,14,85,"{'yet': 15, 'owned': 225, 'beaten': 7, 'toplay': 1, 'dropped': 4, 'playing': 1}",3
817,Trials Rising,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Racing', 'Arcade']","['Partial Controller Support', 'Multiplayer', 'Singleplayer']",2019-02-26,3.73,4,60,81,"{'yet': 11, 'owned': 146, 'beaten': 10, 'toplay': 34, 'dropped': 34, 'playing': 18}",2
818,"Warhammer 40,000: Regicide",3,"['PC', 'iOS', 'Android']",3,"['Steam', 'App Store', 'Google Play']",3,"['Strategy', 'Indie', 'Action']","['Cross-Platform Multiplayer', 'In-App Purchases', 'Steam Achievements', 'Asynchronous Multiplayer', 'Board Game', 'Chess', 'Competitive', 'Games Workshop', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Tactical', 'Third Person', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Warhammer 40K', 'Online multiplayer', 'steam-trading-cards']",2015-09-08,3.21,4,22,72,"{'yet': 9, 'owned': 225, 'beaten': 3, 'toplay': 1, 'dropped': 14}",9
819,Transport Fever,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",3,"['Steam', 'App Store', 'GOG']",2,"['Strategy', 'Simulation']","['Steam Achievements', 'Steam Workshop', 'Building', 'City Builder', 'Driving', 'Economy', 'Management', 'Moddable', 'Multiplayer', 'Open World', 'Realistic', 'Sandbox', 'Singleplayer', 'Trains', 'overlay', 'transportation']",2016-11-07,3.85,4,40,71,"{'yet': 9, 'owned': 215, 'beaten': 12, 'toplay': 3, 'dropped': 8, 'playing': 4}",11
820,A Normal Lost Phone,6,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'App Store', 'Nintendo Store', 'Google Play']",4,"['Casual', 'Indie', 'Adventure', 'Puzzle']","['Steam Achievements', 'Board Game', 'Other', 'Detective', 'Great Soundtrack', 'Interactive Fiction', 'Mystery', 'Narration', 'Psychological', 'Short', 'Singleplayer', 'Story Rich', 'steam-trading-cards', 'LGBTQ+']",2017-01-25,3.56,4,39,71,"{'yet': 28, 'owned': 174, 'beaten': 37, 'toplay': 9, 'dropped': 3}",1
821,Hatsune Miku: Project DIVA Future Tone,1,['PlayStation'],1,['PlayStation Store'],1,['Action'],"['Multiplayer', 'online', 'japan', 'office', 'collection', 'sound', 'future']",2017-01-10,3.56,4,62,84,"{'yet': 9, 'owned': 192, 'beaten': 19, 'toplay': 2, 'dropped': 22, 'playing': 7}",1
822,Ion Fury,5,"['PC', 'PlayStation', 'Xbox', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Shooter', 'Indie', 'Action']","['Partial Controller Support', 'Steam Cloud', 'Cyberpunk', 'Early Access', 'Female Protagonist', 'First-Person', 'FPS', 'Gore', 'Retro', 'Singleplayer', 'Violent']",2018-02-28,4.21,4,40,78,"{'yet': 14, 'owned': 168, 'beaten': 15, 'toplay': 36, 'dropped': 12, 'playing': 5}",2
823,Five Nights at Freddy's 3,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Google Play']",3,"['Indie', 'Action', 'Simulation']","['2D', '3D Vision', 'Atmospheric', 'Dark', 'Difficult', 'First-Person', 'Gore', 'Great Soundtrack', 'Horror', 'Mystery', 'Point & Click', 'Robots', 'Singleplayer', 'Survival', 'Survival Horror']",2015-03-02,2.7,3,40,68,"{'yet': 11, 'owned': 193, 'beaten': 30, 'dropped': 10, 'playing': 1}",3
824,Out of the Park Baseball 17,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],4,"['Strategy', 'Indie', 'Simulation', 'Sports']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Management', 'Multiplayer', 'Singleplayer', 'baseball', 'steam-trading-cards']",2016-03-22,2.9,3,10,92,"{'yet': 19, 'owned': 217, 'beaten': 2, 'dropped': 6}",3
825,FRAMED Collection,4,"['PC', 'Apple Macintosh', 'Linux', 'Nintendo']",2,"['Steam', 'Nintendo Store']",3,"['Casual', 'Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Music', 'Singleplayer']",2018-05-17,4.05,4,19,79,"{'yet': 22, 'owned': 186, 'beaten': 18, 'toplay': 6, 'dropped': 7, 'playing': 4}",5
826,You Must Build A Boat,5,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",4,"['Steam', 'App Store', 'Google Play', 'itch.io']",6,"['Action', 'RPG', 'Puzzle', 'Casual', 'Strategy', 'Indie']","['2D', 'Steam Achievements', 'Steam Cloud', 'Dungeon Crawler', 'Match 3', 'Pixel Graphics', 'Relaxing', 'Retro', 'RPG', 'Singleplayer', 'Roguelike', 'match3']",2015-06-04,3.57,4,30,71,"{'yet': 10, 'owned': 201, 'beaten': 20, 'toplay': 2, 'dropped': 8, 'playing': 1}",6
827,Tormentum - Dark Sorrow,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']",4,"['Steam', 'App Store', 'GOG', 'Google Play']",4,"['Casual', 'Indie', 'Adventure', 'Puzzle']","['2D', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Classic', 'Dark', 'Dark Fantasy', 'Design & Illustration', 'Fantasy', 'Flight', 'Gore', 'Gothic', 'Great Soundtrack', 'Horror', 'Music', 'Mystery', 'Point & Click', 'Psychedelic', 'Retro', 'Singleplayer', 'Soundtrack', 'Story Rich', 'Story', 'prison', 'paper', 'secrets', 'escape', 'art', 'hero', 'room', 'nightmare', 'metal', 'puzzles', 'castle', 'rock', 'click', 'memory', 'unique', 'steam-trading-cards']",2015-03-03,3.89,4,34,72,"{'yet': 12, 'owned': 187, 'beaten': 36, 'toplay': 4, 'dropped': 3}",3
828,Thea: The Awakening,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Strategy', 'Indie', 'RPG']","['4X', 'Steam Achievements', 'Board Game', 'Card Game', 'Choices Matter', 'Co-op', 'Crafting', 'Dark Fantasy', 'Fantasy', 'Hex Grid', 'Replay Value', 'Resource Management', 'RPG', 'Singleplayer', 'Survival', 'Turn-Based', 'Turn-Based Strategy', 'overlay', 'cooperative', 'role-playing', 'Roguelike', 'steam-trading-cards']",2015-11-19,3.41,4,22,73,"{'yet': 9, 'owned': 210, 'beaten': 7, 'toplay': 7, 'dropped': 7, 'playing': 1}",11
829,Dyscourse,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],4,"['Casual', 'Indie', 'Adventure', 'Simulation']","['Full controller support', 'Steam Achievements', 'Choices Matter', 'Choose Your Own Adventure', 'Female Protagonist', 'Singleplayer', 'Survival', 'steam-trading-cards']",2015-03-25,3.0,4,13,71,"{'yet': 10, 'owned': 216, 'beaten': 9, 'toplay': 2, 'dropped': 4}",3
830,ZHEROS,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",2,"['Indie', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Local Co-Op', 'Local Multiplayer', 'Singleplayer', 'Split Screen', 'steam-trading-cards']",2016-01-15,2.54,3,28,58,"{'yet': 7, 'owned': 215, 'beaten': 3, 'dropped': 13, 'playing': 2}",1
831,Sword Coast Legends,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",2,"['Steam', 'Xbox Store']",2,"['Action', 'RPG']","['Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Co-op', 'CRPG', 'Dungeon Crawler', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Loot', 'Multiplayer', 'Party-Based RPG', 'Real-Time with Pause', 'RPG', 'Singleplayer', 'Story Rich']",2015-10-19,3.22,3,23,61,"{'yet': 8, 'owned': 210, 'beaten': 6, 'toplay': 3, 'dropped': 9, 'playing': 2}",10
832,WWE 2K17,5,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Xbox 360 Store']",3,"['Fighting', 'Simulation', 'Sports']","['Full controller support', 'Anime', 'Steam Achievements', 'Character Customization', 'Co-op', 'Local Co-Op', 'Multiplayer', 'Sexual Content', 'Singleplayer', 'Split Screen', 'Violent', 'Wrestling']",2016-10-11,3.09,3,45,61,"{'yet': 6, 'owned': 193, 'beaten': 19, 'toplay': 1, 'dropped': 16, 'playing': 3}",10
833,Layers of Fear 2,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Casual', 'Indie', 'Adventure']","['Full controller support', 'Horror', 'Singleplayer']",2019-05-27,3.25,4,57,67,"{'yet': 23, 'owned': 83, 'beaten': 37, 'toplay': 78, 'dropped': 15, 'playing': 2}",5
834,Battle Brothers,1,['PC'],2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'RPG']","['Steam Achievements', 'Steam Cloud', 'CRPG', 'Difficult', 'Fantasy', 'Great Soundtrack', 'Medieval', 'Open World', 'Perma Death', 'Procedural Generation', 'Replay Value', 'RPG', 'Sandbox', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Roguelike', 'steam-trading-cards']",2017-03-23,4.0,5,49,80,"{'yet': 8, 'owned': 178, 'beaten': 17, 'toplay': 15, 'dropped': 13, 'playing': 7}",3
835,Zenith,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Comedy', 'Fantasy', 'RPG', 'Singleplayer', 'controller support', 'overlay', 'role-playing']",2016-09-19,2.75,3,16,57,"{'yet': 11, 'owned': 212, 'beaten': 3, 'toplay': 3, 'dropped': 6}",9
836,Extreme Exorcism,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",4,"['Casual', 'Indie', 'Adventure', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Co-op', 'Horror', 'Multiplayer', 'Pixel Graphics', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards', 'stats']",2015-09-23,2.79,3,42,75,"{'yet': 16, 'owned': 190, 'beaten': 6, 'toplay': 1, 'dropped': 20, 'playing': 1}",9
837,EA SPORTS NHL 17,3,"['PC', 'PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",1,['Sports'],"['Multiplayer', 'online', 'run', 'ice', 'word', 'business', 'hockey', 'reality-based']",2016-09-13,3.42,4,52,78,"{'yet': 1, 'owned': 182, 'beaten': 20, 'toplay': 2, 'dropped': 26, 'playing': 1}",9
838,Bounty Train,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['Steam Achievements', 'Early Access', 'Historical', 'Real-Time with Pause', 'Singleplayer', 'Trains', 'Western', 'in development', 'steam-trading-cards']",2015-08-25,2.93,4,15,66,"{'yet': 10, 'owned': 209, 'beaten': 5, 'dropped': 6}",8
839,On Rusty Trails,3,"['PC', 'Apple Macintosh', 'Linux']",4,"['Steam', 'App Store', 'GOG', 'itch.io']",4,"['Platformer', 'Indie', 'Action', 'Puzzle']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Fast-Paced', 'Singleplayer', 'controller support', 'overlay', 'jumping', 'hardcore', 'comic', 'flow', 'illustrative', 'art-style', 'elvis', 'parcour', 'rust', 'steam-trading-cards', 'stats']",2016-04-01,2.57,3,7,77,"{'yet': 15, 'owned': 206, 'beaten': 2, 'toplay': 2, 'dropped': 3}",4
840,Muse Dash,5,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'App Store', 'Nintendo Store', 'Google Play']",3,"['Casual', 'Indie', 'Action']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Leaderboards', 'Cute', 'Music', 'Rhythm', 'Singleplayer']",2018-06-14,3.88,4,25,73,"{'yet': 6, 'owned': 183, 'beaten': 5, 'toplay': 6, 'dropped': 10, 'playing': 18}",6
841,Expeditions: Viking,1,['PC'],1,['Steam'],3,"['Strategy', 'Indie', 'RPG']","['Steam Achievements', 'Steam Cloud', 'Character Customization', 'Choices Matter', 'CRPG', 'Historical', 'Medieval', 'RPG', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'Turn-Based Tactics', 'steam-trading-cards']",2017-04-27,3.84,4,30,74,"{'yet': 9, 'owned': 189, 'beaten': 11, 'toplay': 4, 'dropped': 11, 'playing': 3}",4
842,Anno 2205,1,['PC'],1,['Steam'],2,"['Strategy', 'Simulation']","['4X', 'Steam Achievements', 'Building', 'City Builder', 'Co-op', 'Economy', 'Futuristic', 'Great Soundtrack', 'Management', 'Multiplayer', 'Resource Management', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'steam-trading-cards']",2015-11-02,3.81,4,59,72,"{'yet': 10, 'owned': 157, 'beaten': 25, 'toplay': 9, 'dropped': 20, 'playing': 6}",11
843,1979 Revolution: Black Friday,6,"['PC', 'PlayStation', 'Xbox', 'Android', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Captions available', '3D Vision', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Exploration', 'Great Soundtrack', 'Historical', 'Multiple Endings', 'Point & Click', 'Political', 'Replay Value', 'Short', 'Singleplayer', 'Story Rich', 'Third Person', 'overlay', 'steam-trading-cards']",2016-04-04,3.54,4,26,80,"{'yet': 16, 'owned': 164, 'beaten': 27, 'toplay': 12, 'dropped': 7}",4
844,Kingdom: Two Crowns,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']",5,"['Adventure', 'RPG', 'Strategy', 'Simulation', 'Indie']","['2D', 'Full controller support', 'Atmospheric', 'Base Building', 'Building', 'Controller', 'Co-op', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Local Co-Op', 'Medieval', 'Online Co-Op', 'Open World', 'Pixel Graphics', 'Side Scroller', 'Singleplayer', 'Split Screen', 'Survival', 'Tower Defense', 'cooperative', 'role-playing', 'Roguelike']",2018-12-11,4.13,4,62,84,"{'yet': 6, 'owned': 145, 'beaten': 26, 'toplay': 26, 'dropped': 15, 'playing': 7}",12
845,Dream,1,['PC'],2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'Puzzle']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'Fantasy', 'First-Person', 'Great Soundtrack', 'Horror', 'Open World', 'Singleplayer', 'Story Rich', 'Surreal', 'VR', 'Walking Simulator', 'steam-trading-cards']",2015-07-30,2.33,3,12,59,"{'yet': 11, 'owned': 201, 'beaten': 1, 'toplay': 2, 'dropped': 9}",7
846,Zombie Vikings,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Adventure', 'Action']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Comedy', 'Co-op', 'Local Co-Op', 'Multiplayer', 'Singleplayer', 'Split Screen', 'Zombies', 'steam-trading-cards']",2015-09-01,2.95,4,22,74,"{'yet': 6, 'owned': 200, 'beaten': 11, 'toplay': 1, 'dropped': 4, 'playing': 2}",9
847,FORCED SHOWDOWN,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",4,"['Strategy', 'Indie', 'Action', 'RPG']","['Full controller support', 'Action-Adventure', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Blood', 'Card Game', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Hack and Slash', 'Procedural Generation', 'RPG', 'Singleplayer', 'Top-Down', 'Trading Card Game', 'Roguelite', 'Roguelike']",2016-03-29,3.36,4,14,67,"{'yet': 10, 'owned': 205, 'beaten': 3, 'toplay': 1, 'dropped': 4}",3
848,The Silver Case,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'GOG']",1,['Adventure'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Atmospheric', 'Cinematic', 'Classic', 'Cult Classic', 'Dark', 'Detective', 'Exploration', 'Funny', 'Great Soundtrack', 'Horror', 'Mystery', 'Psychological', 'Singleplayer', 'Story Rich', 'Visual Novel', 'controller support', 'steam-trading-cards']",2016-10-06,3.6,5,20,67,"{'yet': 17, 'owned': 172, 'beaten': 10, 'toplay': 11, 'dropped': 6, 'playing': 6}",10
849,Venetica - Gold Edition,1,['PC'],1,['Steam'],4,"['Indie', 'Adventure', 'Action', 'RPG']","['Partial Controller Support', 'Fantasy', 'Female Protagonist', 'RPG', 'Singleplayer', 'steam-trading-cards']",2015-01-23,3.67,4,9,61,"{'yet': 8, 'owned': 201, 'beaten': 7, 'dropped': 6}",1
850,Football Manager 2017,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],2,"['Simulation', 'Sports']","['Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Football', 'Free to Play', 'Management', 'Multiplayer', 'Singleplayer', 'Soccer', 'Tactical', 'steam-trading-cards']",2016-11-03,4.17,4,54,80,"{'yet': 2, 'owned': 163, 'beaten': 25, 'toplay': 1, 'dropped': 23, 'playing': 7}",11
851,Skyshine's BEDLAM,2,"['PC', 'Apple Macintosh']",1,['Steam'],3,"['Strategy', 'Indie', 'Action']","['Steam Achievements', 'Difficult', 'Isometric', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Tactics', 'Roguelike', 'steam-trading-cards']",2015-09-16,3.04,4,25,67,"{'yet': 11, 'owned': 201, 'beaten': 3, 'dropped': 5, 'playing': 1}",9
