name,id,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,yet,owned,beaten,toplay,dropped,playing,users,month,year
Quadrilateral Cowboy,16286,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'itch.io']",4,"['Indie', 'Adventure', 'Action', 'Puzzle']","['Commentary available', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Cyberpunk', 'Female Protagonist', 'First-Person', 'Hacking', 'Programming', 'Sci-fi', 'Singleplayer', 'Story Rich', 'stats']",2016-07-25,4.17,5,24,81,16,112,16,14,5,2,130,7,2016
FlatOut 4: Total Insanity,22220,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Racing'],"['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Destruction', 'Multiplayer', 'Singleplayer', 'Online multiplayer', 'steam-trading-cards']",2017-04-04,3.19,4,21,52,8,135,5,5,9,2,142,4,2017
Kelvin and the Infamous Machine,14259,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'App Store']",2,"['Indie', 'Adventure']","['2D', 'Steam Achievements', 'Cartoony', 'Classic', 'Comedy', 'Crowdfunded', 'Funny', 'Great Soundtrack', 'Hand-drawn', 'Point & Click', 'Singleplayer', 'Story Rich', 'Time Travel', 'steam-trading-cards']",2016-07-21,3.38,4,13,79,10,138,8,3,2,1,147,7,2016
Overfall,11310,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",3,"['Strategy', 'Indie', 'RPG']","['Steam Achievements', 'Steam Cloud', 'Dungeon Crawler', 'Exploration', 'Fantasy', 'RPG', 'Singleplayer', 'Strategy RPG', 'Survival', 'Turn-Based Combat', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2016-05-16,3.33,4,6,71,5,151,0,2,2,2,153,5,2016
Out of the Park Baseball 18,9839,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],4,"['Strategy', 'Indie', 'Simulation', 'Sports']","['Steam Achievements', 'Steam Workshop', 'Management', 'Singleplayer', 'baseball', 'steam-trading-cards']",2017-03-24,4.36,5,11,86,8,139,5,1,7,1,145,3,2017
Disgaea 2 PC,13325,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'PlayStation Store']",1,['RPG'],"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Funny', 'Great Soundtrack', 'JRPG', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Strategy RPG', 'Tactical RPG', 'Turn-Based', 'Turn-Based Tactics', 'steam-trading-cards']",2017-01-30,4.33,4,15,81,14,134,4,2,5,1,139,1,2017
WRC 6 FIA World Rally Championship,6628,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",1,['Racing'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Driving', 'e-sports', 'Local Multiplayer', 'Multiplayer', 'Offroad', 'Singleplayer', 'Split Screen', 'Online multiplayer', 'steam-trading-cards']",2016-10-07,2.87,3,30,68,5,142,3,0,10,0,145,10,2016
Aven Colony,22572,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['Steam Achievements', 'Steam Cloud', 'City Builder', 'Sci-fi', 'Singleplayer', 'steam-trading-cards']",2017-07-24,3.54,4,23,65,7,135,1,2,11,3,139,7,2017
Fire Emblem Fates: Birthright,23761,1,['Nintendo'],1,['Nintendo Store'],2,"['Strategy', 'RPG']",['role-playing'],2016-02-19,3.7,4,74,86,17,26,77,12,17,9,112,2,2016
The Next Penelope,19693,3,"['PC', 'Apple Macintosh', 'Nintendo']",2,"['Steam', 'Nintendo Store']",3,"['Racing', 'Indie', 'Action']","['Full controller support', '4 Player Local', 'Steam Achievements', 'Female Protagonist', 'Local Multiplayer', 'Multiplayer', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen']",2015-05-29,3.29,4,7,82,8,140,2,2,5,1,143,5,2015
My Memory of Us,47396,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Casual', 'Indie', 'Adventure', 'Action']","['Full controller support', 'Education', 'Singleplayer']",2018-10-08,3.75,4,12,70,11,115,8,18,4,1,124,10,2018
NARUTO TO BORUTO: SHINOBI STRIKER,59098,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Action'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Character Customization', 'Co-op', 'MOBA', 'Multiplayer', 'Ninja', 'Online Co-Op', 'Open World', 'Singleplayer', 'Online multiplayer', 'cooperative']",2018-08-30,3.04,3,28,62,5,121,2,9,13,6,129,8,2018
The Metronomicon: Slay the Dance Floor,45265,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'itch.io']",3,"['Indie', 'Action', 'RPG']","['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Colorful', 'Comedy', 'Co-op', 'Experimental', 'Fantasy', 'Fast-Paced', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Loot', 'Multiplayer', 'Music', 'Party-Based RPG', 'Rhythm', 'RPG', 'Singleplayer', 'Soundtrack', 'Split Screen', 'controller support', 'overlay', 'Story', 'cooperative', 'Epic', 'party', 'combat', 'toy', 'guns', 'hunt', 'dance', 'tank', 'steam-trading-cards']",2016-09-28,3.08,4,13,79,17,125,2,3,8,1,128,9,2016
The Charnel House Trilogy,19492,1,['PC'],1,['Steam'],2,"['Indie', 'Adventure']","['2D', 'Captions available', 'Steam Achievements', 'Steam Cloud', 'Female Protagonist', 'Horror', 'Mystery', 'Noir', 'Pixel Graphics', 'Point & Click', 'Short', 'Singleplayer', 'steam-trading-cards']",2015-04-16,3.5,4,10,68,5,139,10,2,0,0,149,4,2015
8-Bit Armies,11128,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Base Building', 'Steam Workshop', 'Co-op', 'Great Soundtrack', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'RTS', 'Singleplayer', 'Voxel', 'War', 'achievements', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2016-04-21,3.43,3,14,69,4,139,6,1,5,0,145,4,2016
Cat Quest II,304320,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Local Co-Op', 'RPG', 'Singleplayer', 'Split Screen', 'role-playing']",2019-09-23,3.82,4,28,77,5,86,21,34,8,1,108,9,2019
Atelier Sophie: The Alchemist of the Mysterious Book,13070,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Adventure', 'RPG']","['Partial Controller Support', 'Anime', 'Steam Achievements', 'Crafting', 'Cute', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'JRPG', 'RPG', 'Singleplayer', 'Turn-Based']",2015-11-19,3.92,4,24,73,13,116,5,6,9,6,127,11,2015
Shu,1207,3,"['PC', 'PlayStation', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Singleplayer', 'steam-trading-cards']",2016-10-04,3.12,3,8,85,9,131,7,4,3,1,139,10,2016
Dawn of Man,60843,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['Steam Achievements', 'Steam Workshop', 'Singleplayer']",2019-02-28,3.5,4,32,74,6,110,16,11,8,4,130,2,2019
Good Robot,12626,1,['PC'],1,['Steam'],3,"['Indie', 'Action', 'RPG']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Controller', 'Dark Humor', 'Funny', 'Illuminati', 'Procedural Generation', 'Robots', 'RPG', ""Shoot 'Em Up"", 'Singleplayer', 'Twin Stick Shooter', 'Roguelike', 'Roguelite', 'steam-trading-cards', 'stats']",2016-04-05,3.33,4,5,67,7,143,1,0,2,0,144,4,2016
Tokyo Xanadu eX+,50198,2,"['PC', 'PlayStation']",3,"['Steam', 'PlayStation Store', 'GOG']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'RPG', 'Singleplayer', 'role-playing']",2017-12-07,3.57,4,23,75,18,110,9,6,6,3,122,12,2017
Calvino Noir,3201,4,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'App Store']",4,"['Indie', 'Strategy', 'Adventure', 'Action']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Noir', 'Singleplayer', 'Stealth', 'steam-trading-cards']",2015-08-25,3.5,4,8,55,8,133,2,5,3,1,136,8,2015
Starlink: Battle for Atlas,58849,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['In-App Purchases', 'Partial Controller Support', 'Steam Achievements', 'Other', 'Co-op', 'Singleplayer', 'Space', 'Split Screen', 'role-playing', 'steam-trading-cards']",2018-10-16,3.86,4,26,74,11,100,5,18,9,8,113,10,2018
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,325094,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Family', 'Platformer', 'Adventure', 'Action']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Co-op', 'Cult Classic', 'Family Friendly', 'Funny', 'Great Soundtrack', 'Horror', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'Remake', 'Singleplayer', 'Online multiplayer', 'Masterpiece', 'Steam Trading Cards']",2019-05-07,3.45,4,19,70,7,78,10,40,7,9,97,5,2019
The Fidelio Incident,23507,1,['PC'],1,['Steam'],2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Exploration', 'First-Person', 'Great Soundtrack', 'Mystery', 'Singleplayer', 'Story Rich', 'Thriller', 'Walking Simulator']",2017-05-23,3.32,4,18,69,12,112,15,9,2,0,127,5,2017
Steel Division: Normandy 44,10299,1,['PC'],1,['Steam'],3,"['Strategy', 'Action', 'Simulation']","['Steam Achievements', 'Steam Workshop', 'Military', 'Multiplayer', 'RTS', 'Singleplayer', 'Tactical', 'War', 'Wargame', 'World War II', 'Online multiplayer', 'steam-trading-cards']",2017-05-23,3.93,4,15,83,6,123,6,9,4,2,131,5,2017
Persona 3: Dancing in Moonlight,257237,1,['PlayStation'],1,['PlayStation Store'],1,['Casual'],"['Atmospheric', 'Funny', 'Music', 'dance', 'dancing']",2018-05-24,3.92,4,36,73,7,90,28,13,5,6,124,5,2018
Perception,10295,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Female Protagonist', 'First-Person', 'Horror', 'Singleplayer', 'Story Rich', 'Walking Simulator']",2017-05-30,3.54,4,13,56,17,112,7,6,6,1,120,5,2017
Castlevania Anniversary Collection,319138,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",6,"['Racing', 'Adventure', 'Action', 'RPG', 'Simulation', 'Sports']","['2D', 'Partial Controller Support', 'Horror', 'Multiplayer', 'RPG', 'Singleplayer']",2019-05-16,4.38,5,16,78,7,111,6,16,2,7,124,5,2019
Pilgrims,380786,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",4,"['Steam', 'App Store', 'GOG', 'itch.io']",3,"['Casual', 'Indie', 'Adventure']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Funny', 'Hand-drawn', 'Singleplayer']",2019-10-06,3.93,4,45,78,6,75,46,16,4,2,123,10,2019
Splendor,7598,3,"['PC', 'iOS', 'Android']",4,"['Steam', 'App Store', 'Google Play', 'itch.io']",4,"['Casual', 'Card', 'Strategy', 'Board Games']","['Steam Achievements', 'Steam Leaderboards', 'Board Game', 'Singleplayer', 'Split Screen']",2015-07-09,3.83,3,5,76,6,133,1,0,3,3,137,7,2015
Monster Boy and the Cursed Kingdom,45868,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Platformer', 'Adventure', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Kickstarter', 'Singleplayer']",2018-12-04,3.91,4,34,85,9,53,17,45,15,6,76,12,2018
Valfaris,29228,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Horror', ""Shoot 'Em Up"", 'Singleplayer']",2019-10-10,3.62,4,24,81,11,65,11,43,8,7,83,10,2019
American Fugitive,299561,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Driving', 'Sandbox', 'Singleplayer', 'Top Down Adventure', 'Top down shooter', 'gta-like']",2019-05-21,3.05,3,22,66,10,87,10,23,11,4,101,5,2019
428: Shibuya Scramble,61584,5,"['PC', 'PlayStation', 'iOS', 'Android', 'Nintendo']",2,"['Steam', 'PlayStation Store']",1,['Adventure'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'FMV', 'Mystery', 'Singleplayer', 'Visual Novel', 'steam-trading-cards']",2018-09-04,4.47,4,19,85,12,97,14,12,3,7,118,9,2018
Phoning Home,9555,1,['PC'],2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Crafting', 'Difficult', 'Exploration', 'Futuristic', 'Great Soundtrack', 'Mystery', 'Open World', 'Robots', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'controller support', 'overlay', 'nature', 'steam-trading-cards']",2017-02-06,2.73,3,11,61,7,125,4,5,3,0,129,2,2017
Space Colony,13870,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']",2,"['Strategy', 'Simulation']","['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Base Building', 'Steam Workshop', 'City Builder', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'steam-trading-cards']",2015-04-30,4.38,5,8,74,10,129,1,0,3,1,131,4,2015
AKIBA'S TRIP: Undead ＆ Undressed,15968,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",4,"['Casual', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Comedy', 'Cute', 'Dating Sim', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Horror', 'JRPG', 'Mature', 'Nudity', 'Open World', 'RPG', 'Singleplayer', 'Vampire', 'Visual Novel', 'steam-trading-cards']",2015-05-26,3.3,4,20,59,5,111,9,5,9,4,124,5,2015
Reventure,249994,3,"['PC', 'iOS', 'Nintendo']",4,"['Steam', 'App Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Puzzle']","['2D', 'Full controller support', 'Steam Achievements', 'Early Access', 'Singleplayer', 'Violent']",2019-06-04,4.0,4,18,83,3,118,8,4,8,1,127,6,2019
Warhammer: Chaosbane,257206,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Adventure', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Co-op', 'Dungeon Crawler', 'Games Workshop', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Warhammer 40K', 'Online multiplayer', 'cooperative']",2019-05-31,3.07,3,26,68,8,94,7,20,13,0,101,5,2019
STEINS;GATE ELITE,60101,3,"['PC', 'PlayStation', 'Nintendo']",2,"['Steam', 'Nintendo Store']",1,['Adventure'],"['Partial Controller Support', 'Anime', 'Gore', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Time Travel', 'Violent', 'Visual Novel']",2018-02-19,4.35,5,20,86,15,69,12,37,2,6,87,2,2018
Realpolitiks,10114,4,"['PC', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'GOG', 'Nintendo Store']",2,"['Strategy', 'Simulation']","['Steam Achievements', 'Diplomacy', 'Grand Strategy', 'Historical', 'Politics', 'Real-Time', 'Singleplayer']",2017-02-16,3.29,4,14,55,5,121,4,5,5,1,126,2,2017
STEINS;GATE 0,282828,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",1,['Adventure'],"['Time Manipulation', 'Visual Novel', 'vn', 'read', 'reading', 'scientist', 'scientist-mad', 'mad-scientist', 'reading-simulator', 'scientists']",2015-12-10,4.05,5,37,81,16,78,35,6,3,2,115,12,2015
Crookz - The Big Heist,14070,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",3,"['Steam', 'App Store', 'GOG']",2,"['Strategy', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Heist', 'Singleplayer', 'Stealth', 'achievements', 'steam-trading-cards']",2015-08-24,3.0,4,7,74,11,124,0,1,2,1,125,8,2015
The Franz Kafka Videogame,10153,2,"['PC', 'iOS']",2,"['Steam', 'App Store']",3,"['Indie', 'Adventure', 'Puzzle']","['2D', 'Atmospheric', 'Cartoon', 'Comedy', 'Dark Humor', 'Experimental', 'Hand-drawn', 'Noir', 'Point & Click', 'Singleplayer', 'Surreal']",2017-04-06,3.43,4,20,65,6,108,18,5,2,0,126,4,2017
Dark Devotion,46749,3,"['PC', 'PlayStation', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Gore', 'RPG', 'Singleplayer', 'Violent', 'role-playing']",2019-04-25,3.36,3,21,70,17,65,10,36,9,2,77,4,2019
Audioshield,11333,1,['PC'],1,['Steam'],1,['Indie'],"['Music', 'Music-Based Procedural Generation', 'SteamVR Collectibles', 'Rhythm', 'Singleplayer', 'VR']",2016-04-05,3.83,4,12,81,4,120,8,0,5,1,129,4,2016
Lethis - Path of Progress,15374,2,"['PC', 'Nintendo']",4,"['Steam', 'GOG', 'Nintendo Store', 'itch.io']",3,"['Strategy', 'Indie', 'Simulation']","['2D', 'Steam Achievements', 'Steam Cloud', 'Board Game', 'Building', 'City Builder', 'Other', 'Great Soundtrack', 'Isometric', 'Management', 'Pixel Graphics', 'Resource Management', 'Sandbox', 'Singleplayer', 'Steampunk', 'steam-trading-cards']",2015-06-24,3.41,4,17,65,6,109,5,8,9,1,115,6,2015
Nights of Azure,2612,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",1,['RPG'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'JRPG', 'Nudity', 'RPG', 'Sexual Content', 'Singleplayer']",2015-10-01,3.4,4,20,64,9,104,10,4,6,4,118,10,2015
Hatoful Boyfriend: Holiday Star,2935,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'GOG']",3,"['Indie', 'Adventure', 'Simulation']","['Anime', 'Steam Achievements', 'Steam Cloud', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Horror', 'Memes', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards']",2015-12-14,3.78,4,9,54,14,105,14,0,1,2,121,12,2015
Fire Emblem Echoes: Shadows of Valentia,23746,1,['Nintendo'],1,['Nintendo Store'],2,"['Strategy', 'RPG']","['role-playing', 'exclusive', 'true exclusive']",2017-05-19,4.32,4,49,81,21,15,52,27,7,14,81,5,2017
Children of Zodiarcs,10679,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'RPG']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Board Game', 'Card Game', 'Character Customization', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'RPG', 'Singleplayer', 'Story Rich', 'Tactical RPG', 'Trading Card Game', 'Turn-Based', 'Turn-Based Strategy', 'role-playing', 'steam-trading-cards']",2017-07-17,3.42,4,11,81,9,113,2,5,5,1,116,7,2017
DESYNC,9765,1,['PC'],1,['Steam'],2,"['Indie', 'Action']","['Steam Achievements', 'Steam Cloud', 'Colorful', 'Cyberpunk', 'Difficult', 'FPS', 'Great Soundtrack', 'Singleplayer', 'steam-trading-cards']",2017-02-28,4.0,5,6,69,11,120,0,2,0,1,121,2,2017
Crashday Redline Edition,44425,1,['PC'],1,['Steam'],2,"['Racing', 'Action']","['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Workshop', 'Classic', 'Destruction', 'Level Editor', 'Multiplayer', 'Singleplayer', 'Online multiplayer', 'steam-trading-cards']",2017-08-10,3.5,4,20,63,5,113,7,0,7,2,122,8,2017
Bombshell,19869,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']",5,"['Shooter', 'Adventure', 'Action', 'Casual', 'Strategy']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Female Protagonist', 'Isometric', 'Sci-fi', 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter', 'achievements', 'steam-trading-cards']",2016-01-28,2.6,1,9,43,7,115,6,2,2,2,123,1,2016
WHAT THE GOLF?,59894,5,"['PC', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'App Store', 'Epic Games']",3,"['Casual', 'Indie', 'Sports']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Funny', 'Parody', 'Physics', 'Singleplayer', 'humor', 'absurd', 'hilarious']",2019-09-19,4.19,4,56,82,7,8,40,49,21,8,56,9,2019
Castle In The Darkness,19113,1,['PC'],1,['Steam'],4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Difficult', 'Great Soundtrack', 'Metroidvania', 'Pixel Graphics', 'Retro', 'RPG', 'Singleplayer', 'steam-trading-cards']",2015-02-05,3.25,4,12,76,5,116,3,2,7,0,119,2,2015
LA Cops,1734,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Indie', 'Strategy', 'Adventure', 'Action']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Isometric', 'Singleplayer', 'Top-Down']",2015-03-13,2.83,3,12,45,2,121,3,1,5,1,125,3,2015
Shardlight,19313,2,"['PC', 'iOS']",3,"['Steam', 'App Store', 'GOG']",3,"['Indie', 'Adventure', 'RPG']","['2D', 'Steam Achievements', 'Female Protagonist', 'Pixel Graphics', 'Point & Click', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'steam-trading-cards']",2016-03-07,3.94,4,16,75,12,103,13,4,0,1,117,3,2016
Unruly Heroes,60618,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",5,"['Adventure', 'Action', 'Fighting', 'Indie', 'Platformer']","['Full controller support', 'Cartoon', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Martial Arts', 'Multiplayer', 'Puzzle-Platformer', 'Singleplayer', 'Online multiplayer', 'cooperative', 'fighting-games', 'beat them all']",2019-01-23,3.65,4,25,78,10,55,8,46,11,2,65,1,2019
Star Control: Origins,50000,1,['PC'],2,"['Steam', 'GOG']",6,"['Adventure', 'Action', 'RPG', 'Strategy', 'Simulation', 'Indie']","['Includes level editor', 'Action-Adventure', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Competitive', 'Exploration', 'Futuristic', 'Local Multiplayer', 'Moddable', 'Multiplayer', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Split Screen', 'Online multiplayer', 'stats']",2018-09-20,3.0,4,11,75,9,110,1,9,2,0,111,9,2018
Ring Fit Adventure,373511,1,['Nintendo'],1,['Nintendo Store'],3,"['Adventure', 'Simulation', 'Sports']",[],2019-10-18,4.33,5,39,83,4,17,4,42,5,59,80,10,2019
Grandia II Anniversary Edition,17856,1,['PC'],1,['Steam'],1,['RPG'],"['Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Cult Classic', 'Fantasy', 'Great Soundtrack', 'JRPG', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Turn-Based Combat', 'steam-trading-cards']",2015-08-24,3.73,4,15,80,9,100,11,4,4,3,114,8,2015
Bohemian Killing,10264,2,"['PC', 'Apple Macintosh']",1,['Steam'],3,"['Indie', 'Adventure', 'Simulation']","['Captions available', 'Full controller support', 'Alternate History', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Crime', 'Detective', 'Drama', 'Exploration', 'First-Person', 'Great Soundtrack', 'Historical', 'Interactive Fiction', 'Mystery', 'Singleplayer', 'Story Rich', 'Thriller', 'Walking Simulator', 'steam-trading-cards']",2016-07-21,3.17,3,6,55,11,109,4,3,2,0,113,7,2016
The Hong Kong Massacre,61148,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",3,"['Shooter', 'Indie', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Singleplayer', 'Violent']",2019-01-22,3.42,4,26,70,9,74,9,28,6,3,86,1,2019
Cities XXL,15848,1,['PC'],1,['Steam'],1,['Simulation'],"['Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Building', 'City Builder', 'Economy', 'Free to Play', 'Management', 'Moddable', 'Multiplayer', 'Realistic', 'Sandbox', 'Singleplayer', 'steam-trading-cards']",2015-02-05,3.54,4,13,47,5,110,3,2,8,1,114,2,2015
Police Stories,15056,4,"['PC', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'GOG', 'Nintendo Store', 'itch.io']",4,"['Strategy', 'Indie', 'Action', 'Simulation']","['2D', 'Full controller support', 'America', 'Steam Achievements', 'Atmospheric', 'Steam Leaderboards', 'Difficult', 'Gore', 'Great Soundtrack', 'Music', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Top-Down', 'Top-Down Shooter', 'Violent', 'steam-trading-cards']",2019-09-18,3.21,4,19,75,4,90,9,15,8,3,102,9,2019
