game,developer,number of devs,rating,rating count,metacritic,first dev
The Legend of Heroes: Trails in the Sky SC,"['Nihon Falcom', 'Nihon Falcom Corporation']",2,4.41,27,80,Nihon Falcom
Splatoon,['Nintendo'],1,4.08,57,81,Nintendo
Immortal: Unchained,"['Toadman Interactive', 'SOLD OUT SALES & MARKETING LIMITED']",2,3.04,23,54,Toadman Interactive
Has-Been Heroes,"['Frozenbyte', 'GameTrust Games']",2,3.57,7,63,Frozenbyte
Anarchy Online,['Funcom'],1,3.38,8,72,Funcom
DreamBreak,"['Aist', 'Digerati Distribution']",2,1.73,11,46,Aist
The Occupation,"['White Paper Games', 'Humble Bundle, Inc.']",2,3.33,18,67,White Paper Games
INSOMNIA: The Ark,['Mono Studio'],1,3.76,21,54,Mono Studio
Daymare: 1998,['Invader Studios'],1,2.11,16,61,Invader Studios
Animal Crossing: Pocket Camp,['Nintendo'],1,2.86,70,72,Nintendo
House of the Dying Sun,"['Marauder Interactive, LLC']",1,3.8,9,76,"Marauder Interactive, LLC"
Eagle Flight,"['Ubisoft', 'Ubisoft Montreal']",2,3.15,20,74,Ubisoft
Sky: Children of the Light,['thatgamecompany'],1,4.15,39,81,thatgamecompany
Blackwood Crossing,"['PaperSeven LTD', 'Vision Games Publishing']",2,3.39,18,70,PaperSeven LTD
Feudal Alloy,"['Lukas Navratil', 'Eva Balikova', 'Attu Games', 'ATTU GAMES S.R.O.']",4,3.5,14,76,Lukas Navratil
TurnOn,['Brainy Studio LLC'],1,2.89,8,67,Brainy Studio LLC
Project Hospital,['Oxymoron Games'],1,3.82,16,75,Oxymoron Games
WORLD OF WARSHIPS: LEGENDS,['Wargaming.net'],1,3.5,8,82,Wargaming.net
Transport Fever 2,['Urban Games'],1,4.0,10,76,Urban Games
Xenoblade Chronicles X,"['Monolith Soft', '8-4', 'Kusanagi']",3,4.37,41,84,Monolith Soft
Battlefleet Gothic: Armada 2,['Tindalos Interactive'],1,3.76,17,77,Tindalos Interactive
Sniper Ghost Warrior Contracts,['CI Games'],1,3.29,21,57,CI Games
0RBITALIS,['Alan Zucconi'],1,3.0,6,73,Alan Zucconi
Mosaic,['Krillbite Studio'],1,3.75,20,67,Krillbite Studio
Knights And Bikes,['Foam Sword'],1,3.38,13,80,Foam Sword
Fist of The North Star: Lost Paradise,"['SEGA', 'Ryu ga Gotoku Studio']",2,4.09,22,72,SEGA
Antihero,"['Tim Conkling', 'Versus Evil']",2,3.44,18,81,Tim Conkling
The Lord of the Rings Living Card Game,['Fantasy Flight Interactive'],1,2.67,6,75,Fantasy Flight Interactive
Narcosis,"['Honor Code, Inc.']",1,3.0,7,72,"Honor Code, Inc."
Oninaki,['Tokyo RPG Factory'],1,2.83,12,70,Tokyo RPG Factory
Fire,['Daedalic Entertainment'],1,3.0,11,64,Daedalic Entertainment
Sunset,['Tale of Tales'],1,3.56,9,66,Tale of Tales
Leap of Fate,"['Clever-Plays', 'Clever-Plays Studio, Inc.']",2,3.3,9,80,Clever-Plays
Goliath,"['Whalebox Studio', 'Whalebox']",2,3.1,10,57,Whalebox Studio
Fire Emblem Fates: Revelation,['Intelligent Systems'],1,3.64,43,88,Intelligent Systems
LEFT ALIVE,['Square Enix'],1,2.27,15,38,Square Enix
The World Ends with You: Final Remix,['Square Enix'],1,3.41,17,77,Square Enix
Grand Ages: Medieval,"['Gaming Minds Studios', 'Kalypso Media']",2,3.2,10,63,Gaming Minds Studios
MLB The Show 17,['Sony Interactive Entertainment'],1,4.05,22,85,Sony Interactive Entertainment
Leaving Lyndow,['Eastshade Studios LLC'],1,2.36,11,74,Eastshade Studios LLC
Lemma,['Evan Todd'],1,3.86,7,73,Evan Todd
Alone With You,['Benjamin Rivers Inc.'],1,3.17,12,75,Benjamin Rivers Inc.
"Warhammer 40,000: Sanctus Reach",['Straylight Entertainment'],1,2.7,10,68,Straylight Entertainment
Fade to Silence,"['Black Forest Games', 'THQ Nordic']",2,3.29,17,56,Black Forest Games
Use Your Words,"['Smiling Buddha Games, LLC', 'Smiling Buddha Games']",2,3.67,15,74,"Smiling Buddha Games, LLC"
StarDrive 2,['Zero Sum Games'],1,3.33,6,70,Zero Sum Games
Quern - Undying Thoughts,['Zadbox Entertainment'],1,3.88,7,83,Zadbox Entertainment
Alwa's Awakening,"['Elden Pixels', 'Elden Pixels Ek. För.']",2,3.33,8,71,Elden Pixels
Splatoon 2: Octo Expansion,['Nintendo'],1,4.64,42,82,Nintendo
Fire Emblem Warriors,['Koei Tecmo'],1,3.61,36,72,Koei Tecmo
Cobalt,"['Oxeye Game Studio', 'Oxeye Game Studio AB']",2,3.08,11,69,Oxeye Game Studio
The Fall Part 2: Unbound,"['Over The Moon', 'Over The Moon Games', 'Over The Moon Games Inc.']",3,4.11,9,72,Over The Moon
Don't open the doors!,['Anton Riot'],1,3.75,8,68,Anton Riot
Battlezone,"['Rebellion', 'Stainless Games']",2,2.9,10,66,Rebellion
X4: Foundations,['Egosoft'],1,3.89,18,59,Egosoft
Prey - Mooncrash,['Arkane Studios'],1,3.44,25,80,Arkane Studios
The Blackout Club,['Question'],1,3.38,13,68,Question
Destiny 2: Shadowkeep,"['Bungie, Inc.']",1,3.57,28,75,"Bungie, Inc."
Ladykiller in a Bind,['Love Conquers All Games'],1,3.81,16,73,Love Conquers All Games
The Aquatic Adventure of the Last Human,"['Digerati Distribution', 'YCJY', 'YCJY Games']",3,3.88,7,76,Digerati Distribution
Ironcast,['Dreadbit'],1,3.69,13,75,Dreadbit
DEAD OR ALIVE 6: Core Fighters,['KOEI TECMO America'],1,3.35,20,74,KOEI TECMO America
Vane,"['Friend & Foe', 'Friend & Foe AB', 'Friend & Foe Games']",3,3.25,16,56,Friend & Foe
WRC 5 FIA World Rally Championship,['Kylotonn Entertainment'],1,3.44,9,65,Kylotonn Entertainment
Rogue Trooper Redux,"['Rebellion', 'TickTock Games', 'TickTock Games Ltd']",3,3.65,17,60,Rebellion
The Infectious Madness of Doctor Dekker,"[""D'Avekki Studios Ltd"", 'Wales Interactive', ""D'Avekki Studios""]",3,4.0,13,78,D'Avekki Studios Ltd
Alto's Odyssey,"['Noodlecake Studios Inc', 'Snowman']",2,4.14,48,88,Noodlecake Studios Inc
RIDE,"['BANDAI NAMCO Entertainment America Inc.', 'Milestone S.r.l.']",2,3.45,11,68,BANDAI NAMCO Entertainment America Inc.
Ground Control II: Operation Exodus,['Massive Entertainment'],1,4.07,15,80,Massive Entertainment
Homesick,['Lucky Pause'],1,2.25,8,72,Lucky Pause
Travis Strikes Again: No More Heroes,"['Grasshopper Manufacture', 'Marvelous Entertainment Inc.']",2,3.92,25,65,Grasshopper Manufacture
Urban Empire,"['Reborn Games', 'Reborn Interactive']",2,2.6,14,62,Reborn Games
The Golf Club 2,"['HB Studios', 'Maximum Games']",2,3.25,12,72,HB Studios
Minecraft: Story Mode - Season Two,['Telltale Games'],1,3.46,26,70,Telltale Games
Alekhine's Gun,['Maximum Games'],1,3.5,6,40,Maximum Games
Clandestine,['Logic Artists'],1,3.57,7,69,Logic Artists
Lords of the Realm II,['Impressions Games'],1,4.5,10,77,Impressions Games
Monolith,['Team D-13'],1,4.23,13,84,Team D-13
Lethal League Blaze,"['Team Reptile', 'Reptile Games V.O.F.']",2,4.1,28,82,Team Reptile
Downward,['Caracal Games'],1,3.17,6,77,Caracal Games
ONE PIECE World Seeker,"['BANDAI NAMCO Entertainment America Inc.', 'GANBARION Co., Ltd.']",2,3.06,17,58,BANDAI NAMCO Entertainment America Inc.
Prospekt,['Richard Seabrook'],1,2.56,9,43,Richard Seabrook
Baobabs Mausoleum Ep. 1 Ovnifagos Don´t Eat Flamingos,"['Celery Emblem™', 'Celery Emblem']",2,3.12,8,69,Celery Emblem™
Near Death,['Orthogonal Games'],1,3.14,6,70,Orthogonal Games
Adventures of Pip,"['Tic Toc Games', 'TicToc Games', 'Tic Toc Studios']",3,3.0,7,72,Tic Toc Games
Transference,['Ubisoft'],1,3.13,23,72,Ubisoft
Space Hulk: Tactics,"['Cyanide Studio', 'Focus Home Interactive']",2,3.21,14,71,Cyanide Studio
OVERKILL's The Walking Dead,"['505 Games', 'OVERKILL Software']",2,2.44,32,51,505 Games
Toukiden 2,"['KOEI TECMO America', 'Koei Tecmo']",2,3.6,10,73,KOEI TECMO America
Four Last Things,['Joe Richardson'],1,4.57,7,83,Joe Richardson
Herald: An Interactive Period Drama - Book I & II,['Wispfire'],1,2.29,7,77,Wispfire
Vector Thrust,['TimeSymmetry'],1,3.29,7,57,TimeSymmetry
Gravity Ghost,['Ivy Games'],1,4.0,6,75,Ivy Games
Bard's Gold,"['Erdem Sen', 'Erdem Sen t/a Erdem Sen']",2,3.0,8,58,Erdem Sen
Tadpole Treble,['BitFinity'],1,1.83,6,90,BitFinity
Fire Emblem Heroes,"['Intelligent Systems', 'Nintendo']",2,3.58,40,72,Intelligent Systems
Muv-Luv,"['ixtl', 'PQUBE LTD', 'Anchor Inc.']",3,4.22,9,76,ixtl
DYNASTY WARRIORS 9,['Omega Force'],1,2.6,18,65,Omega Force
Rad Rodgers: World One,['Interceptor Entertainment'],1,3.29,7,72,Interceptor Entertainment
Serious Sam's Bogus Detour,"['Crackshell', 'Croteam']",2,3.67,9,76,Crackshell
Hybrid Wars,"['Extreme Developers', 'WG Labs']",2,2.78,9,54,Extreme Developers
Kirby: Planet Robobot,['HAL Laboratory'],1,4.19,34,81,HAL Laboratory
"Warhammer 40,000: Deathwatch - Enhanced Edition",['Rodeo Games'],1,2.62,8,74,Rodeo Games
The Walking Dead: The Telltale Definitive Series,"['Telltale Games', 'Skybound LLC']",2,4.11,15,84,Telltale Games
The Legend of Heroes: Trails in the Sky the 3rd,"['Nihon Falcom', 'Nihon Falcom Corporation']",2,4.41,17,83,Nihon Falcom
Danger Zone,"['Three Fields Entertainment', 'Three Fields Entertainment LTD']",2,2.31,13,64,Three Fields Entertainment
DAEMON X MACHINA,['Marvelous Inc.'],1,2.45,11,70,Marvelous Inc.
Genesis Alpha One,"['Team17 Digital', 'Radiation Blue']",2,1.89,9,67,Team17 Digital
Clash Royale,['Supercell'],1,3.9,39,86,Supercell
The Elder Scrolls: Blades,"['Bethesda Game Studios', 'Bethesda Softworks']",2,2.87,29,43,Bethesda Game Studios
Circa Infinity,['Kenny Sun'],1,3.25,8,80,Kenny Sun
Asphalt 9: Legends,"['Gameloft', 'Gameloft Barcelona', 'Gameloft SE']",3,3.38,40,68,Gameloft
Act of Aggression - Reboot Edition,['Eugen Systems'],1,3.0,8,71,Eugen Systems
RollerCoaster Tycoon World,['Nvizzio Creations'],1,3.0,9,43,Nvizzio Creations
Ride 2,"['Milestone', 'Milestone S.r.l.']",2,3.67,15,67,Milestone
Voodoo Vince: Remastered,"['Beep Games, Inc.']",1,3.91,11,63,"Beep Games, Inc."
Mushihimesama,"['CAVE Interactive CO.,LTD.']",1,4.38,8,86,"CAVE Interactive CO.,LTD."
Call of Duty: Mobile,['Tencent Games'],1,3.89,36,81,Tencent Games
Stellaris: Console Edition,['Paradox Interactive'],1,4.08,11,79,Paradox Interactive
Inner Chains,['Telepaths Tree'],1,2.25,8,40,Telepaths Tree
Mantis Burn Racing,"['VooFoo Studios', 'VOOFOO STUDIOS LIMITED']",2,3.22,9,71,VooFoo Studios
Sublevel Zero,"['Sigtrap Games', 'Sigtrap']",2,3.17,6,71,Sigtrap Games
Her Majesty's SPIFFING,"['Billy Goat Entertainment Ltd', 'BillyGoat Entertainment Ltd']",2,3.57,7,60,Billy Goat Entertainment Ltd
Ghostbusters: The Video Game Remastered,['Saber Interactive'],1,3.8,10,68,Saber Interactive
Conan Unconquered,['Petroglyph'],1,3.0,9,62,Petroglyph
Regalia: Of Men and Monarchs,['Pixelated Milk'],1,3.5,5,73,Pixelated Milk
VIDEOBALL,"['Action Button Entertainment, LLC', 'Iron Galaxy Studios, LLC']",2,3.5,8,82,"Action Button Entertainment, LLC"
A Fisherman's Tale,"['Innerspace VR', 'Vertigo Games']",2,4.36,10,74,Innerspace VR
Xanadu Next,"['Nihon Falcom', 'Nihon Falcom Corporation']",2,3.86,6,78,Nihon Falcom
Knack 2,['Sony Interactive Entertainment'],1,3.36,25,71,Sony Interactive Entertainment
Rico,"['Ground Shatter', 'Rising Star Games']",2,3.45,11,60,Ground Shatter
Zanki Zero: Last Beginning,"['Spike Chunsoft Co., Ltd.', 'Spike Chunsoft, Inc.']",2,4.14,7,72,"Spike Chunsoft Co., Ltd."
The Caligula Effect: Overdose,"['NIS America Inc.', 'Engine Software BV', 'FURYU Corporation']",3,3.0,7,61,NIS America Inc.
Brut@l,"['Stormcloud Games', 'Stormcloud Games Limited']",2,2.92,12,66,Stormcloud Games
Fate/Extella Link,"['Marvelous Inc.', 'Type-Moon', 'Marvelous USA (XSEED)']",3,3.9,10,76,Marvelous Inc.
Killing Floor: Incursion,['Tripwire Interactive'],1,3.45,11,67,Tripwire Interactive
Nitroplus Blasterz: Heroines Infinite Duel,"['EXAMU', 'XSEED JKS Inc', 'Marvelous Inc.']",3,3.33,6,63,EXAMU
The Assembly,"['nDreams', 'NDREAMS LTD']",2,3.29,7,55,nDreams
DARIUSBURST Chronicle Saviours,"['Chara-Ani', 'DEGICA CO., LTD.', 'Pyramid']",3,3.86,7,80,Chara-Ani
Death Mark,"['Aksys Games', 'Experience Inc.', 'Experience']",3,4.08,12,80,Aksys Games
KILL la KILL - IF,"['Arc System Works', 'APLUS Co., Ltd', 'APLUS Co., Ltd.', 'APLUS Games']",4,2.14,7,66,Arc System Works
Mighty Switch Force! Hyper Drive Edition,['WayForward Technologies'],1,3.56,9,85,WayForward Technologies
Destiny 2: Warmind,"['Activision', 'Bungie, Inc.']",2,3.53,32,64,Activision
Fated: The Silent Oath,['Frima Studio'],1,3.0,6,67,Frima Studio
GRID (2019),['Codemasters'],1,3.07,13,75,Codemasters
Apsulov: End of Gods,['Angry Demon Studio'],1,3.14,7,71,Angry Demon Studio
Yaga,['Breadcrumbs Interactive'],1,3.5,12,70,Breadcrumbs Interactive
Shin Megami Tensei: Strange Journey Redux,"['Atlus', 'Lancarse']",2,4.31,12,80,Atlus
Mario Kart Tour,['Nintendo'],1,3.09,22,58,Nintendo
Fossil Echo,['Awaceb'],1,3.0,6,61,Awaceb
Persona Q2: New Cinema Labyrinth,['Atlus'],1,4.0,8,81,Atlus
Lethal VR,"['Three Fields Entertainment', 'Team17 Digital']",2,3.86,7,66,Three Fields Entertainment
Xenoblade Chronicles 3D,['Monolith Soft'],1,4.15,20,86,Monolith Soft
Ashes Cricket,['Big Ant Studios'],1,3.33,9,76,Big Ant Studios
Forza Horizon 4 LEGO Speed Champions,['Playground Games'],1,3.37,19,77,Playground Games
CALENDULA,['Blooming Buds Studio'],1,2.5,8,67,Blooming Buds Studio
Devil's Hunt,['Layopi Games'],1,1.29,14,47,Layopi Games
The Wardrobe,"['C.I.N.I.C. Games', 'MixedBag']",2,2.83,6,72,C.I.N.I.C. Games
Lifeline...,"['3 Minute Games', '3 Minute Games, LLC']",2,4.42,12,77,3 Minute Games
Destiny 2: Curse of Osiris,"['Bungie, Inc.', 'High Moon Studios']",2,3.2,30,58,"Bungie, Inc."
ZONE OF THE ENDERS: The 2nd Runner - M∀RS,"['Cygames, Inc.', 'Konami Digital Entertainment']",2,4.5,10,71,"Cygames, Inc."
Final Fantasy 15 Pocket Edition,['Square Enix'],1,3.47,15,72,Square Enix
The Touryst,"[""Shin'en Multimedia""]",1,3.27,11,79,Shin'en Multimedia
AereA,"['SOEDESCO Publishing', 'Triangle Studios']",2,2.5,6,57,SOEDESCO Publishing
Dark Souls III: The Ringed City,['FromSoftware'],1,4.67,15,83,FromSoftware
Blossom Tales: The Sleeping King,"['Castle Pixel, LLC.', 'Castle Pixel']",2,3.75,7,78,"Castle Pixel, LLC."
The Evil Within: The Assignment,['Tango Gameworks'],1,4.0,25,80,Tango Gameworks
Oceanhorn 2: Knights of the Lost Realm,['Cornfox & Bros.'],1,3.64,11,73,Cornfox & Bros.
Monster Hunter Stories,['Capcom'],1,4.15,12,81,Capcom
The Evil Within: The Consequence,['Tango Gameworks'],1,4.05,21,76,Tango Gameworks
VOEZ,['Rayark International Limited'],1,4.17,18,86,Rayark International Limited
Past Cure,['Phantom 8 Studio'],1,2.25,12,40,Phantom 8 Studio
Troll and I,"['Maximum Games', 'Spiral House Ltd.', 'Spiral House Ltd']",3,1.83,6,27,Maximum Games
FRAMED 2,"['Loveshack', 'Noodlecake Studios Inc']",2,3.78,9,89,Loveshack
Fallout 4: Nuka-World,['Bethesda Game Studios'],1,2.8,9,71,Bethesda Game Studios
Pokkén Tournament,['Bandai Namco Entertainment'],1,3.55,11,76,Bandai Namco Entertainment
Ever Oasis,['Grezzo'],1,3.88,8,78,Grezzo
AO International Tennis,['Big Ant Studios'],1,3.45,11,58,Big Ant Studios
Far Cry 5 - Lost On Mars,['Ubisoft'],1,3.57,7,59,Ubisoft
CATS: Crash Arena Turbo Stars (C.A.T.S.),['ZeptoLab'],1,3.79,14,78,ZeptoLab
Card Thief,['Arnold Rauers'],1,3.9,9,88,Arnold Rauers
Fallout 4 - Far Harbor,['Bethesda Game Studios'],1,3.92,12,77,Bethesda Game Studios
